./lateriteSoil.txt
GAUSSIAN_FILTER, HSV_H_LOW, HSV_S_LOW, HSV_V_LOW, HSV_H_HIGH, HSV_S_HIGH, HSV_V_HIGH, ERODE_SIZE, DILATE_SIZE, MIN_AREA_THRESHOLD, MAX_AREA_THRESHOLD, BLUE_AVERAGE, GREEN_AVERAGE, RED_AVERAGE, H_AVERAGE, S_AVERAGE, V_AVERAGE
1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 14.3753, 74.4629, 76.4911, 8.29198, 14.37, 76.4911
